Código;Descrição;Unidade de Medida;Familia;Foto ou Imagem
250102;GABARITO P/ PINTURA ALFABETO A - Z 60MM;EA;FERRAMENTAS;250102.jpg
250103;GABARITO P/ PINTURA ALGARISMO 0 - 9 60MM;EA;FERRAMENTAS;250103.jpg
251617;CONCHA-GARFO,12000DAN,PM-BR510.13;UN;FERRAGEM;251617.jpg
251622;"PRESILHA, CB AÇO ZINCADO 5/16""";PC;FERRAGEM;251622.jpg
251629;GARFO-BOLA ACO ZINCADO F-1340 FORJASUL-S;PC;MATERIAL GERAL;251629.jpg
251631;GARFO-GARFO AÇO FORJADO ZINC/QUENTE 1350;PC;MATERIAL GERAL;251631.jpg
251646;CAVALOTE AÇO ZINCADO REF.F1240 FORJASUL-;PC;FERRAGEM;251646.jpg
251651;ALCA,PREF.CUCB PRE-REUN.10-16MM-DED1959;PC;MATERIAL GERAL ESPECIAL;251651.jpg
251652;ALCA PREF.CUCB PRE-REUN.35MM DQN-1959;PC;MATERIAL GERAL ESPECIAL;251652.jpg
251654;ALCA PREF.CUCB PRE-REUN.70MM²-DQN-1959;PC;MATERIAL GERAL;251654.jpg
251655;CONCHA-OLHAL, AÇO FORJADO, ZINCADO A QUE;PC;FERRAGEM;251655.jpg
251659;CINTA, METÁLICA 12,5MM - ROLO DE 30,5M;PC;MATERIAL GERAL;251659.jpg
251692;SUPORTE MEDIÇAO EM CRUZETA-PM-2166 I2 R1;PC;FERRAGEM;251692.jpg
251693;DETECTOR PRES CONTATO 5-15KV;PZ;FERRAMENTAS;251693.jpg
251696;ALÇA PREF AL, 200MM², PM2209,I4 R2;PZ;MATERIAL GERAL;251696.jpg
251697;ALÇA PREF LIGA AL-160MM²-PM2191I11;PC;MATERIAL GERAL;251697.jpg
251698;PRENSA-CABO-GERAL-CB 32-38MM-PM2193I4;PC;MATERIAL GERAL;251698.jpg
251709;ESPAÇ,LOSAN,RC,15KV,INST. SOLO,D53001;PC;MATERIAL GERAL;251709.jpg
251712;CONJ,GRAMPO,ANCORAGEM,D45059.0;PC;MATERIAL GERAL OEC;251712.jpg
251713;GRAMPO,SUSP,CABO SUST,50MM2,D73038.0;PC;MATERIAL GERAL OEC;251713.jpg
251714;SUPORTE,SUSP, CIRC,140-210MM,D427.01.0;PC;MATERIAL GERAL OEC;251714.jpg
251715;SUPORTE,SUSP, CIRC,200-290MM,D427.01.0;PC;MATERIAL GERAL OEC;251715.jpg
251755;CONJ,GRAMPO,ANCORAGEM,D45059-0;PC;MATERIAL GERAL OEC;251755.jpg
251764;ALCA,DIST,ACO,PREF,4AWG,CAA,D730.14;UN;MATERIAL GERAL;251764.jpg
251765;ALCA,PREF,AÇO,PRE-REUN,CA,54.6MM2,D73006;PC;MATERIAL GERAL;251765.jpg
251767;ALCA,DIST,ACO,PREF,1/0AWG,CAA,D730.14;PC;MATERIAL GERAL;251767.jpg
251771;ALCA,PREF,CORD,ACO,9.5,MM,AR,D730.04;UN;MATERIAL GERAL;251771.jpg
251773;ALCA,PREF,DIST,CU-NU,16MM2,7F,D73001,FPM;UN;MATERIAL GERAL;251773.jpg
251774;ALCA,PREF,DIST,CU-NU, 70MM2,D73001,FP;UN;MATERIAL GERAL;251774.jpg
251775;ALCA,PREF,DIST,CU-NU,25MM2,7F,D73001,;PC;MATERIAL GERAL;251775.jpg
251777;ALCA,DISTRIB,CU-NU, 35MM2,D73001,FPM;PC;MATERIAL GERAL;251777.jpg
251781;ALÇA,PREF,AZ,BI,CONCENT,4MM2,D730.05.0;UN;MATERIAL GERAL;251781.jpg
251783;ALÇA,PREF,AZ,BI,CONCENT,10MM2,D730.05.0;UN;MATERIAL GERAL;251783.jpg
251786;LACO,PREF,AÇO,PRE-REUN,54.6MM2,D73006;UN;MATERIAL GERAL;251786.jpg
251797;OLHAL,AZ,5000DAN,M16,PM-BR/D41005.1;PC;FERRAGEM;251797.jpg
251800;ARMACAO,SECAL1ESTRC/HASTED90510.0;UN;FERRAGEM;251800.jpg
251814;GANCHO-OLHAL,AZ,SUSP,5000DAN,D51004.0;PC;FERRAGEM;251814.jpg
251817;MANILHA,SAPATILHA,AZ,5000DAN,D51003.0;PC;MATERIAL GERAL;251817.jpg
251825;FITA,ALUMINO1 X 10MMD76002.1;KG;FERRAGEM;251825.jpg
251831;"PERFIL,""U""76X38MMX900MM,AÇODED-1950 I1";PC;FERRAGEM;251831.jpg
251832;CINTA P/POSTE CIRC.150MM, DED-0037 I1 R4;PC;FERRAGEM;251832.jpg
251833;CINTA P/POSTE CIRC.170MM, DED-0037 I2 R4;PC;FERRAGEM;251833.jpg
251834;CINTA POSTE CIRC. D190MM,DED-0037 I3 R4;PC;FERRAGEM;251834.jpg
251835;CINTA P/POSTE CIRC.210MM, DED-0037 I4 R4;PC;FERRAGEM;251835.jpg
251836;CINTA P/POSTE CIRC 310MM, DED-0037 I9 R4;PC;FERRAGEM;251836.jpg
251837;CINTA P/POSTE CIRC 330MM DED-0037 I10 R4;PC;FERRAGEM;251837.jpg
251838;SELA P/CRUZETA, DED-0049 R.3;PC;FERRAGEM;251838.jpg
251839;SUPOR TRAFO POSTE CIRC.225MM DED-0050 I2;PC;FERRAGEM;251839.jpg
251840;SUPORTE,TRANSF.POSTE DT160X210MM-DED0051;PC;FERRAGEM;251840.jpg
251841;SUPORTE,CH.C.CIRCUIT/P.RAIOS DED0052 R.6;PC;FERRAGEM;251841.jpg
251842;SUPORTE,TRANSF.POSTE DT170X230MM-DED0051;PC;FERRAGEM;251842.jpg
251843;SUPORTE,TRANSF.POSTE DT180X250MMDED0051;PC;FERRAGEM;251843.jpg
251844;CINTA POSTE DT 120X160MM DED-1003 I1 R.3;PC;FERRAGEM;251844.jpg
251845;CINTA, POSTE DT 140X180MM DED-1003 I2 R3;PC;FERRAGEM;251845.jpg
251846;CINTA, POSTE DT 160X210MM DED-1003 I3 R3;PC;FERRAGEM;251846.jpg
251847;CINTA, POSTE DT 180X240MM DED-1003 I4 R3;PC;FERRAGEM;251847.jpg
251848;CINTA, POSTE DT 200X260MM DED-1003 I5 R3;PC;FERRAGEM;251848.jpg
251849;CINTA, POSTE DT 220X290MM DED-1003 I6 R3;PC;FERRAGEM;251849.jpg
251850;CINTA POSTE CIRC.AL 290MM DED-1257 I8 R2;PC;FERRAGEM;251850.jpg
251851;SELA, CRUZETA LIGA ALUMÍNIO, DED-1265 R2;PC;MATERIAL GERAL;251851.jpg
251852;SUPORTE CH. C.CIRC/P.RAIOS  AL DED-1859;PC;MATERIAL GERAL;251852.jpg
251853;CINTA AJUST.POSTE,BAP2,800MM-DDT1742I1;PC;FERRAGEM;251853.jpg
251854;CINTA AJUST.POSTE,BAP3,1200MM-DDT1742I2;PC;FERRAGEM;251854.jpg
251855;"SUPORTE TIPO ""Z"", 113MM RC, DED-1777";PC;FERRAGEM;251855.jpg
251856;ALÇA,PREF.AÇOCB PRE-REUN.25MM²-DQN1958;PC;MATERIAL GERAL;251856.jpg
251857;ALCA,PREF.ACOCB CONC.TRIP.10MM²-DQN1958;PC;MATERIAL GERAL;251857.jpg
251858;ALCA,PREF.ACOCB PRE-REUN.16MM²-DQN1958;PC;MATERIAL GERAL;251858.jpg
251859;ALÇA,PREF.AÇOCB PRE-REUN.35MM²-DQN1958;PC;MATERIAL GERAL;251859.jpg
251861;ALÇA,PREF.AÇOCB PRE-REUN.70MM²-DQN1958;PC;MATERIAL GERAL;251861.jpg
251862;LACO PREF ACOCB PRE-REUN.16MM²-DQN1957;PC;MATERIAL GERAL;251862.jpg
251863;LACO PREF.ACO CB PRE-REUN.35MM²-DQN1957;PC;MATERIAL GERAL;251863.jpg
251864;LAÇO PREF.AÇOCB PRE-REUN.50MM²-DQN1957;PC;MATERIAL GERAL;251864.jpg
251865;LAÇO PREF.AÇOCB PRE-REUN.70MM²-DQN1957;PC;MATERIAL GERAL;251865.jpg
251866;ALÇA,PREF.AÇOCB.CONC.BIP.6MM²-DQN1958;PC;MATERIAL GERAL;251866.jpg
251867;ARMAÇÃO SEC SIMP C/ HASTE 350MM DDT-1741;PC;FERRAGEM;251867.jpg
251869;GRAMPO ANCOR.POLIMCB AL1/0AWG-DED1773I1;PC;MATERIAL GERAL;251869.jpg
251870;GRAMPO,ANCOR.POLIMCB AL336,4MCM-DED1773;PC;MATERIAL GERAL;251870.jpg
251871;AFASTADOR REDE SEC 250MM, DED-0033 I1 R3;PC;FERRAGEM;251871.jpg
251872;AFASTADOR REDE SEC 500MM, DED-0033 I2 R3;PC;FERRAGEM;251872.jpg
251873;ARMAÇÃO SEC.SIMPLESLIGA AL.DED-1255 R.2;PC;MATERIAL GERAL;251873.jpg
251874;ARMAÇÃO SEC. DUPLA LIGA AL.DED-1254 R.2;PC;MATERIAL GERAL;251874.jpg
251875;CHAPA PARA ESTAI, DED-0081 R.3;PC;MATERIAL GERAL;251875.jpg
251876;FITA, PROTECAO CB AL 1,0X10MM-DED-0077R3;KG;CABO ESPECIAL;251876.jpg
251877;GANCHO OLHAL, DED-0039 R.3;PC;FERRAGEM;251877.jpg
251878;GRAMPO LINHA VIVA, DED- 0106;PC;MATERIAL GERAL;251878.jpg
251879;GRAMPO, TENSOR P/CB ALUMINIO, DED-0107;PC;MATERIAL GERAL;251879.jpg
251880;PINO, ISOLADOR LIGA ALUMINIO, DED-88-126;PC;FERRAGEM;251880.jpg
251881;ALÇA,PREF.AÇOCB PRE-REUN.95MM²-DQN1958;PC;MATERIAL GERAL;251881.jpg
251882;ALÇA,PREF.AÇOCB PRE-REUN.150MM²-DQN1958;PC;MATERIAL GERAL;251882.jpg
251883;ALCA,PREF.CUCB PRE-REUN.95MM²- DQN-1959;PC;MATERIAL GERAL ESPECIAL;251883.jpg
251884;"BRAÇO TIPO ""L"", 354MM RC, DED-1763";PC;FERRAGEM;251884.jpg
251885;"BRAÇO TIPO ""C"", 580MM RC, DED-1764";PC;FERRAGEM;251885.jpg
251886;"CANTONEIRA P/BRAÇO TIPO ""C"" DED-1765";PC;FERRAGEM;251886.jpg
251887;ESPAÇADOR RC 15KV DED-1766 I2;PC;MATERIAL GERAL;251887.jpg
251888;ALCA PREF OLH DIST,CB 50MM²,PM2191I6;PC;MATERIAL GERAL;251888.jpg
251889;MÃO FRANC.PLANA C/619MM,DED-0040 R.5;PC;FERRAGEM;251889.jpg
251890;OLHAL, DED-0043 R.4;PC;FERRAGEM DIVERSOS;251890.jpg
251891;ALCA PREFORM.CB COB.185MM²DED-1770 I3;PC;MATERIAL GERAL;251891.jpg
251892;MANILHA SAPATILHA, DED-1699 R.2;PC;FERRAGEM DIVERSOS;251892.jpg
251893;SAPATILHA, ESTAI, DED-0048 R.4;PC;FERRAGEM;251893.jpg
251894;LAÇO PLÁST P/CB 1/0AWG RC,DED-1771 I1 R1;PC;MATERIAL GERAL;251894.jpg
251895;ALÇA, PRE-FORMADA RAMAL SERVICO CAA 35MM;PC;MATERIAL GERAL;251895.jpg
251896;LACO PREF CUCB PRE-REUN.35MM²-DED-1799;PC;MATERIAL GERAL;251896.jpg
251897;LACO PREF.CUCB PRE-REUN.70MM²-DED-1799;PC;MATERIAL GERAL;251897.jpg
251898;MANILHA, REDE COMPACTA, DED-1774 R.1;PC;FERRAGEM;251898.jpg
251899;ANEL AMARRAÇÃO P/ESPAÇ.POLIM-DED1775I1R2;PC;MATERIAL GERAL;251899.jpg
251901;PROTETOR ESTRI. GRAMP. LIN.VIVA DED-1902;PC;MATERIAL GERAL;251901.jpg
251902;SUPORTE AFAST HORIZ (675X300MM)-DED-1785;PC;FERRAGEM;251902.jpg
251903;SUPORTE AFAST HORIZ(1250X450MM)-DED-1932;PC;FERRAGEM;251903.jpg
251904;ALCA,PREF.CB 4CAAFPSUBST.P/6783793;PC;MATERIAL GERAL;251904.jpg
251905;ALCA,PREFORM.CB CU 35MM² DQN-1956 I9 R4;PC;MATERIAL GERAL ESPECIAL;251905.jpg
251907;ALCA,PREF.CB 2CAFPSUBST.P/6783813;PC;MATERIAL GERAL;251907.jpg
251908;ALCA,PREF.CB 1/0CA/CAAFPSUBST.6783815;PC;MATERIAL GERAL;251908.jpg
251909;ALCA,PREFORM.CB CA 4/0AWG,DQN-1956 I4R4;PC;MATERIAL GERAL;251909.jpg
251912;CHAPA PARA ÂNCORA, DED-1361  R.2;PC;FERRAGEM;251912.jpg
251913;ALÇA, PREFORMADA P/ ESTAI 7,9MM, DED1904;PC;MATERIAL GERAL;251913.jpg
251914;ALCA, PRE-FORMADA P/ESTAI 9,5MM, DED1904;PC;MATERIAL GERAL;251914.jpg
251915;ALCA,PREFORM.CB CU 25MM² DQN-1956 I8 R4;PC;MATERIAL GERAL ESPECIAL;251915.jpg
251916;ALCA PREFORM.CUCB CONC.BIP.6MM²DQN-1959;PC;MATERIAL GERAL ESPECIAL;251916.jpg
251917;ALCA PREF.CUCB CONC.TRIP.10MM²-DQN-1959;PC;MATERIAL GERAL ESPECIAL;251917.jpg
251918;ALCA PREF.CUCB PRE-REUN.25MM²-DQN-1959;PC;MATERIAL GERAL ESPECIAL;251918.jpg
251919;ALCA,PREF.CB 336,4MCMFPSUBST.P/6783816;PC;MATERIAL GERAL;251919.jpg
251920;ALÇA,PREFORM.CB CA 477MCM -DQN-1956I6R4;PC;MATERIAL GERAL;251920.jpg
251921;ALCA,PREFORM.CB CU 16MM²-DQN-1956 I7 R4;PC;MATERIAL GERAL ESPECIAL;251921.jpg
251922;ADAPT P/ CH. C.CIRC./P.RAIOS DED-0316 R2;PC;FERRAGEM;251922.jpg
251924;BRAÇO, LUMIN ABERTA 3000MM, DED-0067 R3;PC;FERRAGEM ESPECIAL;251924.jpg
251925;BRAÇO, LUMIN.  ABERTA 1000MM, DED-0650R3;PC;FERRAGEM ESPECIAL;251925.jpg
251926;BRAÇO LUMIN.FECHADATB 3500MMDED0068 R5;PC;FERRAGEM ESPECIAL;251926.jpg
251927;CINTA,AÇO INOX,19mm,C/FECHO,P/ABRAÇ,D655;PC;FERRAGEM;251927.jpg
251928;TRAVA P/ ABRAÇADEIRA AÇO INOX DQN-1965;PC;MATERIAL GERAL;251928.jpg
251930;GRAMPO, CERCA AÇO ZINCADO 30MM, DED-1852;KG;MATERIAL GERAL;251930.jpg
251931;PRENSA-CABO ROSQ,D=6-12MM,DDT-1749I1R4;PC;MATERIAL GERAL;251931.jpg
251934;PRENSA-CABO ROSQ,D=13-18MM,DDT-1749I2R4;PC;MATERIAL GERAL;251934.jpg
251935;LAÇO MENS AÇO GALV 9,5MM RCDED-1772I2R1;PC;MATERIAL GERAL;251935.jpg
251936;BRAÇO ANTI-BALANÇO POLIET.15KV-DED-1778;PC;MATERIAL GERAL;251936.jpg
251937;LAÇO PLÁS P/CB 336,4MCM RC-DED1771-I2 R1;PC;MATERIAL GERAL;251937.jpg
251939;ALCA,PREF,AÇO,PRE-REUN,CA,25MM2,D7300;PC;MATERIAL GERAL;251939.jpg
251940;LACO,PREF,ROLD,PRE-REUN,CA 25,D73012.5.;UN;PADRÃO;251940.jpg
251941;PRENSA-CABO ROSQ,CB 15-22MM,DDT-1749I4R4;PC;MATERIAL GERAL;251941.jpg
251942;FIXADOR PARA FIOS E CABOS DQN-1994 R.2;PC;MATERIAL GERAL;251942.jpg
251947;ALCA,PREF.AÇOCB CONC.BIP.4MM²-DQN1958I1;PC;MATERIAL GERAL;251947.jpg
251948;ALÇA,PREF,AZ,BI,CONCENT,6MM2,PM-R2276FP;PC;MATERIAL GERAL;251948.jpg
251950;GRAMPO-SUSP-CABO ACO 5/16 POL;PC;FERRAGEM;251950.jpg
251952;SUPORTE FIXAÇÃOCX DERIVAÇÃODQN-2122 R3;PC;MATERIAL GERAL;251952.jpg
251953;MÃO FRANC PERFIL. 1971MM,DED-0042 I3 R8;PC;FERRAGEM;251953.jpg
251954;MÃO FRANC PERFIL. 2548MM,DED-0042 I.4 R8;PC;FERRAGEM;251954.jpg
251955;DEGRAU P/CBCX.SUBTERRAN.-DQN-2135;PZ;FERRAGEM;251955.jpg
251956;MAO FRANC.PERFIL LG AL,1971MM,PM-1259I2;PC;FERRAGEM;251956.jpg
251957;MAO FRANC.PERFIL LG AL,2548MM,PM1259 I3;PC;FERRAGEM;251957.jpg
251958;SUPORTE PROLONGADOR P/CONCENTRAD.MEDIÇÃO;PC;FERRAGEM;251958.jpg
251961;GRAMPO,L.VIVA,DERIV,USO PERMAN,D71070.1;UN;MATERIAL GERAL;251961.jpg
251965;ESPAÇADOR,BT-MT,2-336,TIPO1,PM-BR530.03;PC;MATERIAL GERAL;251965.jpg
251968;SUPORTE P/ SECCIONADORA UNIPOLAR;PC;FERRAGEM;251968.jpg
251969;SUPORTE P/ SECCIONADORA UNIPOLAR PM-2189 I1;PC;FERRAGEM;251969.jpg
251970;ALÇA PREF OLH DISTCB AL CAA 4AWGPM2191;PC;MATERIAL GERAL;251970.jpg
251971;ALÇA PREF OLH DISTCB AL CA 2AWGPM2191;PC;MATERIAL GERAL;251971.jpg
251972;ALÇA PREF OLH DIST CB AL 1/0AWGPM2191;PC;MATERIAL GERAL;251972.jpg
251973;ALÇA PREF. OLH DIST CB AL 336, 4MCM ;PC;MATERIAL GERAL;251973.jpg
251974;PRENSA CABO USO GERAL PM - 2193 - I1 ;PC;MATERIAL GERAL;251974.jpg
251975;ESPAÇADOR RC 15KVDED-1766 I1 R1        ;PC;MATERIAL GERAL;251975.jpg
251976;ALCA PREFORM.CB COB.35MM²DED-1770 I1   ;PC;MATERIAL GERAL;251976.jpg
251983;ALÇA PREF LIGA AL-50mm²-PM-2191I9;PC;MATERIAL GERAL;251983.jpg
251984;ALÇA OLHAL DE DISTRIBUIÇÃO;PC;MATERIAL GERAL;251984.jpg
251985;EMENDA RETA,12/20 kV,35-120mm²-GSCC004;UN;CONECTORES;251985.jpg
251988;CANT. AUXILIAR P/ BRAÇO SUP. C;PC;FERRAGEM;251988.jpg
251989;CINTA POSTE CIRC.AL 180MM+CARAC DED-1257;PC;FERRAGEM;251989.jpg
251990;CINTA POSTE CIRC.AL 200MM+CARAC DED-1257;PC;FERRAGEM;251990.jpg
251991;CINTA POSTE CIRC.AL 220MM+CARAC DED-1257;PC;FERRAGEM;251991.jpg
251994;ALCA PRE AAAC 25MM² PM2276 TIPO VI I1 R0;PC;MATERIAL GERAL;251994.jpg
252009;ALCA PREF,LIGA AL,PRE-REU,54.6MM2,D73006;PC;MATERIAL GERAL;252009.jpg
252010;ALCA PREF AL-CB PRE-REUN 70MM²-PM2209I5;PC;MATERIAL GERAL;252010.jpg
252019;ALCA PREF AL-CB CONC 6MM- PM 2209 I1;PC;MATERIAL GERAL;252019.jpg
252020;ALCA PREF AL-CB CONC 10MM- PM2209 I2;PC;MATERIAL GERAL;252020.jpg
252021;ALCA PREF AL-CB CONC 16MM- PM2209 I3;PC;MATERIAL GERAL;252021.jpg
252022;ALÇA,PREF,AZ,BI,CONCEN,10MM2,PM-R2276F;PC;MATERIAL GERAL;252022.jpg
252023;ALÇA,PREF,AZ,BI,CONCENT,16MM2,D730.05.0;PC;MATERIAL GERAL;252023.jpg
252024;ALCA PREF AL-CB AAAC- 25MM-PM2209I6;PC;MATERIAL GERAL;252024.jpg
252025;ALCA PREF AL-CB AAAC- 50MM-PM2209I7;PC;MATERIAL GERAL;252025.jpg
252026;ALCA PREF AL-CB AAAC- 70MM-PM2209I8;PC;MATERIAL GERAL;252026.jpg
252028;SEPARADOR TRAVA,BT/MT,CB CA,CU-PM2182I-397,5CA MCM;PC;MATERIAL GERAL;252028.jpg
252029;ALCA,PREF A€O,CB PRE-REUN 25MM,PM-1958I9;PC;MATERIAL GERAL;252029.jpg
252030;ALCA PREF, LIGA AL,PRE-REUN,25MM2,D73006;PC;MATERIAL GERAL;252030.jpg
252033;CINTA,TUBULAR,ELEV POSTE-3T-1,1m;PC;FERRAMENTAS;252033.jpg
252036;DISTANCIADOR,ISOL PILAR,PM-BR510.70;UN;FERRAMENTAS;252036.jpg
252047;LAÇO PREF.AÇOCB PR. 25MM²-PM1957 I1R2;PC;MATERIAL GERAL;252047.jpg
252048;LAÇO PREF.L.ALCB PR. 25MM²-PM1957 I4R2;PC;MATERIAL GERAL;252048.jpg
252049;LAÇO PRE LIGA CAL 50 PM2276 TIPO IX I8R1;PC;MATERIAL GERAL;252049.jpg
252050;LAÇO PRE LIGA CAL 70 PM2276 TIPO IX I9R1;PC;MATERIAL GERAL;252050.jpg
252051;ESPAÇADOR VERTICAL,RC,15KV,PM1766I2;PC;MATERIAL GERAL;252051.jpg
252053;ESPAÇ,LOSANG,SPACER,35KV,D53001.0;PZ;MATERIAL GERAL;252053.jpg
252083;LAÇO PRE LIG CAL25 PM2276TIPO XII I11R1;PC;MATERIAL GERAL;252083.jpg
252084;LAÇO PRE LIG CAL50 PM2276TIPO XII I12R1;PC;MATERIAL GERAL;252084.jpg
252097;LAÇO PRE LIGA CAL25 PM2276 TIP X I11R1;PC;MATERIAL GERAL;252097.jpg
252098;LAÇO PRE LIGA CAL50 PM2276 TIP X I12R1;PC;MATERIAL GERAL;252098.jpg
252099;LAÇO PRE LIGA CAL70 PM2276 TIP X I13R1;PC;MATERIAL GERAL;252099.jpg
252100;LAÇO PRE LIG CAL160 PM2276 TIP X I14R1;PC;MATERIAL GERAL;252100.jpg
252108;LAÇO PRE LIG CAL25 PM2276 TP XI I11R1;PC;MATERIAL GERAL;252108.jpg
252109;LAÇO PRE LIG CAL50 PM2276 TP XI I12R1;PC;MATERIAL GERAL;252109.jpg
252110;LAÇO PRE LIG CAL70 PM2276 TIPO XI I13R1;PC;MATERIAL GERAL;252110.jpg
252111;LAÇO PRE LIG CAL160 PM2276TIPO XI I14R1;PC;MATERIAL GERAL;252111.jpg
252112;ALÇA AÇOT ll P REU COB 50MM PM2276I9R1;PC;MATERIAL GERAL ESPECIAL;252112.jpg
252113;ALÇA AÇOT ll P REU COB 95MM PM2276I10R1;PC;MATERIAL GERAL;252113.jpg
252114;ALÇA AÇOT ll P REU COB 150MM PM2276I11R1;PC;MATERIAL GERAL;252114.jpg
252115;LAÇO AÇO T IX P REU COB 50MM PM2276I4R1;PC;MATERIAL GERAL;252115.jpg
252116;LAÇO AÇO T IX P REU COB 95MM PM2276I5R1;PC;MATERIAL GERAL;252116.jpg
252117;LAÇO AÇO T IX P REU COB 150MM PM2276I6R1;PC;MATERIAL GERAL;252117.jpg
252136;ALCA PREF CAA 4AWG PM2276 TIP V I9 R1;PC;MATERIAL GERAL;252136.jpg
252137;ALCA-OLHAL,PREF,AÇO,CAA,1/0AWG,D730.14.0;PC;MATERIAL GERAL;252137.jpg
252138;ALCA-OLHAL,PREF,ACO,CAA,336.4,D73014,FPM;PC;MATERIAL GERAL;252138.jpg
252192;ALÇA,PREF,DIST,ACO,COBERTO,50MM2,D730.14;UN;FERRAGEM;252192.jpg
252195;CANTONEIRA,U,AZ,410X100X50X8MM,D43534.0;UN;FERRAGEM;252195.jpg
252254;CINTA,P/POSTE CIRC,340MM,D435.07;UN;FERRAGEM;252254.jpg
252262;GRAMPO,LINHA VIVA,DERIV,NTC61,FP;UN;CONECTORES;252262.jpg
252269;MAO,FRANC,PLANA,AZ,726MM,673MM,D430.02;UN;FERRAGEM;252269.jpg
252347;ALCA,PREF,AÇO,2AWG,CA/CAA,D730.14,FPM;PC;MATERIAL GERAL;252347.jpg
252364;SUPOR,TRAFO POSTE CIRC.285MM,D421.01;PC;FERRAGEM;252364.jpg
252432;ELO-BOLA,12000DAN,PM-BR510.29;UN;FERRAGEM;252432.jpg
252514;CINTA,P/POSTE CIRC,380MM,D435.07;UN;FERRAGEM;252514.jpg
252527;CINTA,P/POSTE CIRC,360MM,D435.07;UN;FERRAGEM;252527.jpg
252528;CINTA,P/POSTE CIRC,400MM,D435.07;UN;FERRAGEM;252528.jpg
252615;CINTA AJUST.POSTE,BAP2,800MM,D480.21;UN;FERRAGEM;252615.jpg
252616;CINTA AJUST.POSTE,BAP3,1200MM,D480.21;UN;MATERIAL GERAL;252616.jpg
252636;ESTICADOR, TIPO AMERICANO, P/TENSIO;UN;FERRAMENTAS;252636.jpg
252813;SUPORTE L,FIX CONC DAT,D42503;UN;PADRÃO;252813.jpg
252831;PRENSA-FIOS, AÇO ZINCADO P/2 CB AÇO ZINC;PC;MATERIAL GERAL;252831.jpg
252834;BARRA INFERIOR FIX MÓDUL PVC484MMX40MM;PC;MATERIAL GERAL;252834.jpg
252854;PINO DE TOPO, DDT-0317 R.3;PC;FERRAGEM;252854.jpg
252855;ARAME, ZINCADO DIAM 2MM-FORA PADRÃO;KG;CABO ESPECIAL;252855.jpg
252856;ARAME ZINCADO DIAM 5,0MM, DED-0194 R.3;KG;CABO ESPECIAL;252856.jpg
252857;ANEL,AMARRAÇÃO P/ISOLAD.PINO-DED1775I2R2;PC;MATERIAL GERAL;252857.jpg
252858;SUPORTE,FIXAÇÃO RELE/REATOR,IPDQN-2151;PC;FERRAGEM;252858.jpg
252860;SUPORTE,CONCENTRAD,CRUZ,MEDIÇDQN-2166;PC;FERRAGEM;252860.jpg
252867;COLAR,TIPO U,DIÂMETRO 210MM,DS3075/1;PC;MATERIAL GERAL OEC;252867.jpg
252868;COLAR,TIPO U,DIÂMETRO 280MM,DS3075/2;PC;MATERIAL GERAL OEC;252868.jpg
252869;SUPORTE FIX P/ TERM SUB;PC;FERRAGEM;252869.jpg
252871;ESTICADOR, ESTAI,ACO FORJ ZINC QUEN;UN;FERRAMENTAS;252871.jpg
252876;ESTICADOR, TIPO AMERICANO, TENSIONA;UN;FERRAMENTAS;252876.jpg
252877;ESTICADOR, TIPO AMERICANO, P/TENSIO;UN;FERRAMENTAS;252877.jpg
252878;ESTICADOR, TIPO AMERICANO, P/TENSIO;UN;FERRAMENTAS;252878.jpg
253203;"CHUMBADOR, AÇO   5/8"" DE COMPRIMENTO";PC;MATERIAL GERAL;253203.jpg
253236;EMENDA RET,CB POT,MONO,240MM-DQN-2037 I5;PZ;CONECTORES;253236.jpg
253343;CONEC,TER,TRAV,185MM²-336MCM,PM-BR710.74;PZ;CONECTORES;253343.jpg
270171;CONEC|TERM|COMPR|AL|50MM2|1F|D71038;EA;CONECTORES;270171.jpg
270277;PROTETOR,PARA-RAIOS,36KV,PM-Br 780.04;EA;MATERIAL GERAL;270277.jpg
270380;ESTROPO POLIAMIDA 1200MM 670KGF;EA;FERRAMENTAS;270380.jpg
270381;ESTROPO POLIAMIDA 500MM 670KGF;UN;FERRAMENTAS;270381.jpg
270384;EME,FRIO,BT,SUBT,150-240MM2,PM-BR 720.27;EA;MATERIAL GERAL;270384.jpg
270387;EME,A FRIO,BT,SUBT,25-50MM2,PM-BR 720.27;EA;FERRAMENTAS;270387.jpg
270388;COBERTURA,ISO,COND,129,2X86X1560MM;UN;FERRAMENTAS;270388.jpg
270389;COBERT,ISO,RIG,30KV,CL3,150X1200MM;UN;FERRAMENTAS;270389.jpg
270392;COBERTURA,ISOL,FLEX,36KV,CL3;UN;FERRAMENTAS;270392.jpg
270401;TAMPA,RET,FERRO,TP4,125KN,PM-BR462.03;EA;FERRAGEM;270401.jpg
270421;COBERTURA ISOL,34,5KV,550X550MM,D220.11;EA;FERRAMENTAS;270421.jpg
270440;COBERTURA ISOL CIRC 230X1800MM,NTS02-21;UN;FERRAMENTAS;270440.jpg
270441;COBERT,ISO,CIR,30KV,CL3,150X600MM,NTS-21;EA;FERRAMENTAS;270441.jpg
270442;COBERT,ISO,CIR,30KV,CL3,150X300MM,NTS-22;UN;FERRAMENTAS;270442.jpg
270445;COBERTURA,ISOL,FLEX,17KV CL 2,NTS02-21 -;UN;FERRAMENTAS;270445.jpg
270448;TACO FIB,350X35X45,3F,25,D230.05/1;EA;MATERIAL GERAL;270448.jpg
