Código	Descrição	Unidade de Medida	Familia	Foto
111693	TRAFO,2F,DIST,10kVA,REC,10.8KV,GST001	PC	TRANSFORMADORES RECUPERADOS	111693.jpeg
111694	TRAFO,2F,DIST,15kVA,REC,10.8KV,GST001	PC	TRANSFORMADORES RECUPERADOS	111694.jpeg
111695	TRAFO,2F,DIST,25kVA,REC,10.8KV,GST001	PC	TRANSFORMADORES RECUPERADOS	111695.jpeg
111696	TRAFO,3F,DIST,150kVA,REC,10.8KV,GST001	PC	TRANSFORMADORES	111696.jpeg
111699	TRAFO,1F,DIST,10kVA,REC,10.8KV,GST001	PC	TRANSFORMADORES RECUPERADOS	111699.jpeg
111700	TRAFO,1F,DIST,15kVA,REC,10.8KV,GST001	PC	TRANSFORMADORES RECUPERADOS	111700.jpeg
111703	TC,INT,0.6KV, 200/5A,0.3FT2,SUCATA	UN	TRANSFORMADORES SUCATA	111703.jpeg
111705	TRAFO DIST BIFASICO,10KVA - SUC	PC	TRANSFORMADORES SUCATA	111705.jpeg
111707	TRAFO TRIFASICO,30KVA - SUCATA	UN	TRANSFORMADORES SUCATA	111707.jpeg
111708	TRAFO DIST BIFÁSICO,25KVA - SUCATA	PZ	TRANSFORMADORES SUCATA	111708.jpeg
111709	TRAFO TRIFASICO 75KVA - SUCATA	PZ	TRANSFORMADORES SUCATA	111709.jpeg
111710	TRAFO TRIFÁSICO 15KVA - SUCATA	PZ	TRANSFORMADORES SUCATA	111710.jpeg
111711	TRAFO DIST BIF RURAL,5KVA - SUCATA	PZ	TRANSFORMADORES SUCATA	111711.jpeg
111727	TRAFO TRI 225KVA MINERAL - A RECUPERAR	PZ	TRANSFORMADORES  À RECUPERAR	111727.jpeg
111728	TRAFO TRI 300KVA MINERAL - A RECUPERAR	PZ	PADRÃO	111728.jpeg
111740	TRAFO,3F, 45KVA,14145/380-220V,SUCATA	UN	TRANSFORMADORES SUCATA	111740.jpeg
111754	TRAFO,DIST,MONO/BI/TRIF,3KVA - À REC 	PC	TRANSFORMADORES  À RECUPERAR	111754.jpeg
111755	TRAFO DIST MONO 25KVA-FORA PADRAO,SUCATA	PZ	TRANSFORMADORES SUCATA	111755.jpeg
111756	TRAFO DIST MONO, 5KVA,DED-1844,FP,SUCATA	PZ	TRANSFORMADORES SUCATA	111756.jpeg
111757	TRAFO DIST BIFÁSICO,25KVA - SUCATA	PC	TRANSFORMADORES SUCATA	111757.jpeg
112173	TRAFO DIST PEDESTAL,500KVA,DQN-2049I4R2	PZ	TRANSFORMADORES NOVOS	112173.jpeg
112201	TRAFO TRIFÁSICO 112,5KVA - SUCATA	PZ	TRANSFORMADORES SUCATA	112201.jpeg
130579	CHAVE CC24KV-100A BASEC DQN1984R1 AMB AG	PC	CHAVES	130579.jpeg
130620	MICRO SWITCH 10A- PM2132 I3	PC	MATERIAL GERAL	130620.jpeg
130694	DISJUNTOR,TERM1P 63A240V/4,5KAEBT004	UN	MATERIAL GERAL ESPECIAL	130694.jpeg
130725	DISJ TERM TRI 50A 10KA DED-1715 I30 R8	PC	MATERIAL GERAL ESPECIAL	130725.jpeg
130726	DISJ TERM TRI 100A 10KA DED-1715 I32 R8	PC	MATERIAL GERAL ESPECIAL	130726.jpeg
130727	DISJ TERM TRI 125A 10KA DED-1715 I33 R8	PC	MATERIAL GERAL ESPECIAL	130727.jpeg
130728	DISJ TERM TRI 150A 10KA DED-1715 I34 R8	PC	MATERIAL GERAL	130728.jpeg
130729	DISJ TERM TRI 200A 10KA DED-1715 I35 R8	PC	MATERIAL GERAL ESPECIAL	130729.jpeg
130730	DISJ TERM BT MONO 40A 5KA DED-1715 I8 R8	PC	MATERIAL GERAL ESPECIAL	130730.jpeg
130731	DISJ,BIP,40A,10KA-FP SUBST.P/6776602	PC	MATERIAL GERAL	130731.jpeg
130732	DISJ TERM BT BIPO 50A 5KA DED1715 I16 R8	PC	MATERIAL GERAL ESPECIAL	130732.jpeg
130733	DISJ TERM BT BIPO 70A 5KA DED1715 I17 R8	PC	MATERIAL GERAL ESPECIAL	130733.jpeg
130734	DISJ TERM BIPO 100A 10KA DED-1715 I29 R8	PC	MATERIAL GERAL	130734.jpeg
130736	DISJ TERM BT TRI 70A 5KA DED-1715 I25 R8	PC	MATERIAL GERAL ESPECIAL	130736.jpeg
130738	DISJ TERM BT TRI 50A 5KA DED-1715 I24 R8	PC	MATERIAL GERAL ESPECIAL	130738.jpeg
130739	DISJ TERM TRI 70A 10KA, FPM	PC	MATERIAL GERAL ESPECIAL	130739.jpeg
130740	DISJ TERM BT TRI 100A 10KA DED1715 I26 R8	PC	MATERIAL GERAL ESPECIAL	130740.jpeg
130741	DISJ TERM BIPO 70A 10KA, FPM	PC	MATERIAL GERAL ESPECIAL	130741.jpeg
130742	CHAVE,PARAFUSO MAGNETICOGRUPO A.	UN	MATERIAL DE SEGURANÇA	130742.jpeg
130743	DISJUNTOR TERM MONO 63A, PM1715 I3 R11	PC	MATERIAL GERAL ESPECIAL	130743.jpeg
130744	DISJ TERM BT TRI 40A 5KA DED-1715 I23 R8	PC	MATERIAL GERAL ESPECIAL	130744.jpeg
130746	DISJ TERM BT BIP 40A 5KA DED-1715 I15 R8	PC	MATERIAL GERAL ESPECIAL	130746.jpeg
130761	DISJUNTOR,TERM,1P,80A,120V/5KA,EBT004	PC	MATERIAL GERAL	130761.jpeg
130762	DISJUNTOR,TERM,1P,100A,120V/5KA,EBT004	UN	MATERIAL GERAL	130762.jpeg
130866	CARTUCHO PORTA FUSÍVEL 100A C DQN1165 R2	PC	MATERIAL GERAL	130866.jpg
130882	BYPASS PROVIS.ROSQUEAVEL P/CHAVE FUSIV	UN	FERRAMENTAS	130882.jpeg
141222	CH,MONO,A11,630A-15KV,16KA,NBI110-MANUAL	PC	MATERIAL GERAL	141222.jpeg
141231	CH,A6,630A-15KV,16KA,SEC TRI,NBI110-MAN	PC	MATERIAL GERAL	141231.jpeg
141233	RELIG.AUTOM.VÁCUO MICROPROCES.15KV-630A	PC	RELIGADORES	141233.jpeg
141234	SECCIONALIZADOR,ELETRONIC,UNIPOL.D108.01	PC	TELECONTROLE	141234.jpeg
141240	RELIGADOR,3F,38kV,630A,12,5kA,EMT-004 R3	PC	SUBSTAÇÃO	141240.jpeg
141242	BLOQUEADOR,CHAVE FUSSECCIONEMS66	UN	FERRAMENTAS	141242.jpeg
141264	SECCION,3F,SOB CARGA,24KV,630A,GSCM03/2	PC	TELECONTROLE	141264.jpeg
141283	SECCIONADOR, PREFORMADO P/CERCA DED-0089	PC	MATERIAL GERAL	141283.jpeg
141285	CHAVESECC BY-PASS, 400A-15KV DED 1910 R4	PC	CHAVES	141285.jpeg
141286	ADAPTADOR P/ CX. MEDIDOR BI/TR DED-1795	PC	MATERIAL GERAL	141286.jpeg
141292	CH SECC CARGA FUS400A,CX DIST RAM-PM2053	PZ	CHAVES	141292.jpeg
141294	CHAVE SEC TRIP 15kV-400A C/CAR DQN2127I1	PC	CHAVES	141294.jpeg
141296	CHAVE SECC UNIPOLAR DISTRIB. 400A 15KV	PC	CHAVES	141296.jpeg
141297	CHAVE SECC UNIPOLAR DISTRIB. 630A 15KV	PC	CHAVES	141297.jpeg
141298	CX P/BLINDAGEM BUCHA BT-45KVA-PM2213 I1	PC	MATERIAL GERAL	141298.jpeg
141299	CX BLINDAG BUCHA BT-75/112-5KVA-PM2213I2	PC	MATERIAL GERAL	141299.jpeg
141307	SECCION 3F B CARGA 24KV 400A 12KA SUCATA	PC	TELECONTROLE	141307.jpeg
141308	SECCION 3F B CARGA 24KV 630A 16KA - REC	PC	TELECONTROLE	141308.jpeg
141309	SECCION 3F B CARGA 24KV 630A 16KA À REC	PC	TELECONTROLE	141309.jpeg
141310	RELIGADOR,630A 15,5KV 12,5KA  3F - À REC	PC	RELIGADORES	141310.jpeg
141381	RELIGADOR, 630A - 15,5KV - 16KA - 3F-REC	PC	RELIGADORES	141381.jpeg
141382	RELIGADOR, 400A - 15,5KV - 8KA - 3F-REC	PC	RELIGADORES	141382.jpeg
141383	RELIGADOR, 630A- 15,5KV- 12,5KA - 3F-REC	PC	RELIGADORES	141383.jpeg
141385	RELIGADO,800A-14,4KV-16KA-3F-À RECUPERAR	PC	TELECONTROLE	141385.jpeg
141386	RELIGADO,630A-27KV-12,5KA-3F-À RECUPERAR	PC	RELIGADORES	141386.jpeg
141389	RELIGADOR MONOPOLAR P/REDE DE DIST.AEREA	PC	RELIGADORES	141389.jpeg
141390	RELIGADOR,630A-27KV-12,5KA-3F-REC	PC	RELIGADORES	141390.jpg
141391	RELIGADOR,800A-15,5KV-16KA-3F-REC	PC	RELIGADORES	141391.jpeg
141401	CUBÍCULO,24KV,C/ IMS ISOL EM SF6,DY803/2	UN	MATERIAL GERAL	141401.jpeg
141402	CUBÍCULO,24KV,C/ IMS ISOL EM SF6,DY803/3	UN	MATERIAL GERAL	141402.jpeg
141403	CHAVE,SECCIONADORA,15KV,400A,3F,ÓLEO-REC	PC	CHAVES	141403.jpeg
141404	RELIGADOR,27KV,800A,3F,AUT,12,5KA-REC	PC	RELIGADORES	141404.jpeg
141405	RELIGADOR,15,5KV,400A,3F,AUT,12,5KA-REC	PC	RELIGADORES	141405.jpeg
141406	CH,SECCIONADORA,15KV,200A,1F,ÓLEO-À REC	PC	CHAVES	141406.jpeg
141408	CH,SECCIONADORA,15KV,400A,3F,ÓLEO-À REC	PC	CHAVES	141408.jpeg
141409	CONTROLE,RELIGADOR,127/220V-À RECUPERAR	PC	RELIGADORES	141409.jpeg
141413	REGULADOR,7,62KV,416KVA,546A,1F-À RECUPE	PC	REGULADORES	141413.jpeg
141414	REGULADOR,7,62KV,509KVA,668A,1F-À RECUPE	PC	REGULADORES	141414.jpeg
141415	REGULADOR,19,92KV,667KVA,335A,1F-À RECUP	PC	REGULADORES	141415.jpeg
141416	REGULADOR,7,62KV,833KVA,1093A,1F-À RECUP	PC	REGULADORES	141416.jpeg
141417	REGULADOR,19,92KV,333KVA,167A,1F-À RECUP	PC	REGULADORES	141417.jpeg
141418	REGULADOR,19,92KV,400KVA,201A,1F-À RECUP	UN	REGULADORES	141418.jpeg
141421	RELIGADOR,27KV,800A,3F,AUT,12,5KA-À RECU	PC	RELIGADORES	141421.jpeg
141422	RELIGA,15,5KV,400A,3F,AUT,12,5KA-À RECUP	PC	RELIGADORES	141422.jpeg
141423	SECCIONALIZAD,14,4KV,200A,3F,ÓLEO,-À REC	PC	CHAVES	141423.jpeg
141426	CH,SECCIONADORA,15KV,400A,3F,OLEO-SUCATA	UN	SUCATA	141426.jpeg
141434	SEC 3F BAJO CARGA 24KV 400A 12KA ,SUCATA	EA	SUCATA	141434.jpeg
141442	SECCIONADORA UNIP,400A,15KV,PM219,SUCATA	PZ	SUCATA	141442.jpeg
141466	RELIGADOR,3F,15V,630A,A6KA,E-MT-004R3	PC	RELIGADORES	141466.jpeg
141467	CH,SEC,1P,36KV,630A,1750MM,PM-R 198.03.3	PC	CHAVES	141467.jpeg
141475	CUB,INTERLIG BARRA,17.5KV,2500A,25KA,INT	PC	MATERIAL GERAL	141475.jpeg
141476	CUB,ENT,TRAFO,17.5KV,2500A,25KA,I,ESE008	PC	MATERIAL GERAL	141476.jpeg
141668	PAINEL DUAS POSIÇÕES - SIST DE MED E	PC	MEDIDOR	141668.jpeg
141868	CHAVE MONOFÁSICA 200A COM INTERRUPÇÃO A	PC	CHAVES	141868.jpeg
141880	SECCION 3F B CARGA 24KV 630A 16KA SUCATA	PC	SUCATA	141880.jpeg
141947	Pole Mounted Auto Recloser 15,5 kV 16 kA	EA	RELIGADORES	141947.jpeg
141980	RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01	UN	RELIGADORES	141980.jpeg
142039	RELIG.,1F,15KV,200A,BASE TIP.C,COM.NBIOT	EA	RELIGADORES	142039.jpeg
142047	RELIG,3F,15kV,12,5kA,Lítio,PM-Br 199.83	EA	RELIGADORES	142047.jpeg
150711	CH,A3,2000A-15KV,25KA,SEC TRI,NBI110 MAN	PC	MATERIAL GERAL	150711.jpeg
150719	CH,MONO,COMAN,BANC,CAP,15KV,200A,ETA-130	PC	CHAVES	150719.jpeg
150755	DISJ,145KV,2000A,SF6,40KA,EXT,GSH001/4	PC	SUBSTAÇÃO	150755.jpeg
150763	SECCIONADORA UNIP,400A,125KV,PM2190I3	PC	CHAVES	150763.jpeg
150771	CHAVE,SECC,145KV,2000A,3F,MAN,SECO,<10M	PC	SUBSTAÇÃO	150771.jpeg
160128	CUB, BARRA INT, 17,5 KV 4000A E-SE-008	PC	MATERIAL GERAL	160128.jpeg
160232	KIT CONTENCAO EMERG AMBIENTAL ABSORV LIQ	UN	FERRAMENTAS	160232.jpeg
160271	BY-PASS ISOLADO  TEMPORÁRIO PARA TRANSFO	UN	FERRAMENTAS	160271.jpeg
160272	Cobertura flexível p/ condutor de 15kV d	UN	FERRAMENTAS	160272.jpeg
160273	COBERTURA PROT. CABO Ø25mm 26,4kV+PRES	PI	FERRAMENTAS	160273.jpeg
160373	TAPA CAJA EMPAL 1F ITM HORIZ M-2077	UN	FERRAMENTAS	160373.jpeg
161962	INVERSOR CONVERSOR 24V-200V POT 2000W, 60HZ SENOID	UN	FERRAMENTAS	161962.jpeg
161966	CAIXA PP,BT,SUBT,1200X700,TIPO5,D199.39	EA	MATERIAL GERAL	161966.jpeg
161987	Kit de Isolação de Cabos Aplicados nas A	CDA	FERRAMENTAS	161987.jpeg
161993	INVERSOR PORTAVEL 12/220V MIN: 300W	CDA	FERRAMENTAS	161993.jpeg
161997	KIt de Motosserra a Bateria STIHL MSA 60	EA	FERRAMENTAS	161997.jpeg
162011	Kit Motopoda a Bateria modelo DUA 300 co	CDA	FERRAMENTAS	162011.jpeg
163828	BATERIA,125VCC,100AH,VENT,ET-BR 191	PC	BATERIA	163828.jpeg
163829	BATERIA,125VCC,200AH,VENT,ET-BR 107	PC	BATERIA	163829.jpeg
163858	CONECTOR DESMONTAVEL PASSANTE (TIPO T)	PC	MATERIAL GERAL	163858.jpeg
163866	CAPACITOR,POT,DERIV,200KVAR,6600V,ETA161	PC	CAPACITORES	163866.jpeg
163868	CAPACIT,POT MONO 7960V-200KVAR,ETD06/92	PC	CAPACITORES	163868.jpeg
163895	BANCO,CAPAC,13,8KV,MAN,1X4,8MVAR,ESE009	CJT	CAPACITORES	163895.jpeg
163896	PAINEL SERV. AUXILIAR CA/CC, ET-R 182 R-	PC	SUBSTAÇÃO	163896.jpeg
163902	BANCO,CAPAC,11,95KV,MAN,1X4,8MVAR,ESE009	PC	CAPACITORES	163902.jpeg
163916	BANCO,CAPAC,11,95KV,MAN,2X4,8MVAR,ESE009	CJT	CAPACITORES	163916.jpeg
163919	BANCO,CAPAC,13,8KV,MAN,2X2,4MVAR,ESE009	CJT	CAPACITORES	163919.jpeg
163921	BANCO,CAPAC,13,8KV,MAN,2X4,8MVAR,ESE009	CJT	CAPACITORES	163921.jpeg
164218	CJT 3 ELEM.TRANSF.MED.MT,10A-A RECUPERAR	PC	CJT MEDIÇÃO	164218.jpeg
164219	BATERIA ESTAC. VLRA 12V 26AH/20H, ET-275	UN	BATERIA	164219.jpeg
164325	CAIXA PCO 1BARR 3F/N 160A 320X270MM PM-R	PC	CAIXAS	164325.jpeg
164435	CAPACITOR,POT,DERIV,200KVAR,6600V,ETA161 SUC	PZ	CAPACITORES	164435.jpeg
164464	ESTRUTURA, SUPORTE BCO CAPACITORES POTÊN	PC	MATERIAL GERAL	164464.jpeg
164468	CONECTOR PARAF.FENDIDO, DED-1845 I.1	PC	MATERIAL GERAL ESPECIAL	164468.jpeg
164472	CONECTOR À COMP. ESTRIBO, DED-0100 I.3	PC	MATERIAL GERAL	164472.jpeg
164473	CONEC.COMP.ESTR,DED0100I4,FP,SUB.4549538	PC	MATERIAL GERAL	164473.jpeg
164475	PROTETOR DE PARA-RAIOS,D780.04.0	PC	MATERIAL GERAL	164475.jpeg
164479	CAIXA CONEX P/ LIG. CONSUMIDOR DDT-1748	PC	CAIXAS	164479.jpeg
164481	CAIXA DERIVAÇÃO DED-1905 R3	PC	CAIXAS	164481.jpeg
164483	TOMADA P/RELE FOTOELÉTRICO, DED-0066 R.5	PC	MATERIAL GERAL	164483.jpeg
164484	CAIXA P/PROT.BAIXA TENSÃO, DED-1949 R.3	PC	MATERIAL GERAL	164484.jpeg
164485	BARRAMENTO BIFÁSICO DED-1841	PC	MATERIAL GERAL ESPECIAL	164485.jpeg
164486	BARRAMENTO TRIFÁSICO DED-1842 R2	PC	MATERIAL GERAL ESPECIAL	164486.jpeg
164492	CAIXA DERIVAÇÃO 160A  DQN-2025 R2	PC	CAIXAS	164492.jpeg
164506	PLUGUE BASICO ISOLANTE 15/25KV,D2159 R00	PC	CONECTORES	164506.jpeg
164513	CAIXA P/DISJ.BT 125-200A- DQN-2145	PC	CAIXAS	164513.jpeg
164514	BARRAM DERIV 0,6/1,0KV,8SAIDAS,PM-2039I3	PC	MATERIAL GERAL ESPECIAL	164514.jpeg
164516	CX.MEDID.POLIFTRAVA TAMPAPM 2165	PC	CAIXAS	164516.jpeg
164521	LUVA EMENDA ISOLCB AL BT 70MMPM2176 I4	UN	MATERIAL GERAL	164521.jpeg
164524	CX MEDIDOR MONO ELETRONICO-DED-2186 R1	PC	CAIXAS	164524.jpeg
164525	CAIXA DE MEDIDOR POLIF. C/ TRAVAVISORPM2187 	PC	CAIXAS	164525.jpeg
164527	CONTROLE COMANDO BANCO CAPACIT MT,PM2199	PC	MATERIAL GERAL	164527.jpeg
164532	COBERTURA P/CONEXÕES 15KVPM2208 R0	PC	MATERIAL GERAL FEFO	164532.jpeg
164549	UP TELEC PARA INSTAL EXTERNO SUCATA	PC	TELECONTROLE	164549.jpeg
164550	CAIXA METALICA MEDIÇAO ELETRON PM2179I2	PC	CAIXAS	164550.jpeg
164561	UP TELEC PARA INSTAL EXTERNO RECUPERADO	PC	TELECONTROLE	164561.jpeg
164562	UP TELEC PARA INSTAL EXTERNO À RECUPERAR	PC	TELECONTROLE	164562.jpeg
164584	CX MED MONO-TRAVA-RESSALTO+CARACT-PM2197	PC	CAIXAS	164584.jpeg
164598	CAIXA,BIPARTIDA,MEDIDOR,MONO,PMA190.13.0	UN	MATERIAL GERAL	164598.jpeg
164620	CAIXA,PROT SEC,POLIC, 30-125A,U/P,D19003	PC	CAIXAS	164620.jpeg
164621	BATERÍA SELLADA PB-ACIDO VRLA 12VCC 24AH	PC	TELECONTROLE	164621.jpeg
164647	PAINEL DE COMANDO E CONTROLE - PMA 190.1	PC	TELECONTROLE	164647.jpeg
164648	PROTEÇÃO DO RGDM - DV7070	UN	MATERIAL GERAL	164648.jpeg
164671	CONTROLE,RELIGADOR,127/220V-REC	PC	RELIGADORES	164671.jpeg
164676	GRAMPO LINHA VIVA 4/0AWG/ 185MM2 TIPO 4	UN	MATERIAL GERAL	164676.jpeg
164681	CHAVE A OLEO,SUCATA	PZ	SUCATA	164681.jpeg
164682	CB AL NU 4AWG CA ,SUCATA	KG	COND.ALUM.NÚ.CA.SUCATA [S/ALMA]	164682.jpeg
164683	CB AL NU CAA 2AWG,SUCATA	KG	COND.ALUM.NÚ.CAA.SUCATA [C/ALMA]	164683.jpeg
164684	COND CU NU 6MM²,1 FIO,PM-1846 I1 ,SUCATA	KG	COND.CU.NÚ.SUCATA	164684.jpeg
164685	CB ELÉTRMULT AL 35MM²-FP,SUCATA	M	COND.ALUM.ISOLADO.SUCATA	164685.jpeg
164687	CB PRE-REUN AL 3X95+1X70MM²DED-1,SUCATA	M	COND.ALUM.ISOLADO.SUCATA	164687.jpeg
164706	CAIXA DERIVAÇÃO 160A - GSCC019/1	PZ	CAIXAS	164706.jpeg
164707	CUBÍCULO,SERVIÇOS AUX,17.5KV,INT,ESE008	PC	MATERIAL GERAL	164707.jpeg
164709	CUB,SAÍDA,BCO CAPAC,17.5KV,630A,25KA,INT	PC	MATERIAL GERAL	164709.jpeg
164710	CUB,SAÍDA,ALIM,17.5KV,630A,25KA,I,ESE008	PC	MATERIAL GERAL	164710.jpeg
164715	FITA,ISOL,ADE,BRAN,19MMX20M,PM-BR220.01	PZ	MATERIAL GERAL	164715.jpeg
164721	CUBÍCULO,MEDIÇÃO,17.5KV,INTERIOR	PC	MATERIAL GERAL	164721.jpeg
164943	CRUZETA, POLIMERICA 2400MM RETANG 1	UN	CRUZETA	164943.jpeg
164997	CUB,ENT,TRAFO,17.5KV,3150A,25KA,I,ESE008	PC	MATERIAL GERAL	164997.jpeg
164998	CUB,INTERLIG BARRA,17.5KV,3150A,25KA,INT	PC	MATERIAL GERAL	164998.jpeg
164999	CUBÍCULO,REMONTE,17.5KV,INTERIOR,ESE008	PC	MATERIAL GERAL	164999.jpeg
165015	UP TELECONTROL PARA INSTALACION EXTERIOR	PC	TELECONTROLE	165015.jpeg
165017	UNIDAD PERIFERICA TELECONTROL	PC	TELECONTROLE	165017.jpeg
165076	SACOLA PARA MANGA DE BORRACHA EQS	PC	EPI/EPC	165076.jpeg
165093	BATERIA ESTAC. VLRA 12V 7AH/10H, ET-275	UN	BATERIA	165093.jpeg
165146	CONVERSOR INTERF RS232/P OTIC/ETHE 220V	UN	MATERIAL GERAL	165146.jpeg
165147	DISPLAY MED ENERG ION/ABNT LCD 32 CARACT	UN	MEDIDOR	165147.jpeg
165191	CAIXA  ATERRAMENTO DED-1855	PC	CAIXAS	165191.jpeg
165192	IDENTIFICADOR FASE,C, DED-1929 I3 R1	PC	MATERIAL GERAL	165192.jpeg
165193	MARRETA DE AÇO, COM CABO, DE 1 KG	PZ	FERRAMENTAS	165193.jpeg
165206	CARREGADOR,BATERIAS,AUTO 12VCC 12A 32 AH	UN	FERRAMENTAS	165206.jpeg
165239	DISPOSIT.ANCOR.,ABER.LONG.,ET-HS-128	CJT	FERRAMENTAS	165239.jpeg
165253	CAP,200KVA,7960V,25KA,ET002-À RECUPERAR	PC	CAPACITORES	165253.jpeg
166251	CAPACITOR, DIVERSOS TIPOS E CAPAC INSERV	PC	MATERIAL GERAL	166251.jpeg
166271	CJ PROT MT11,95KV/400A-PM2183 I1 R1	PZ	DIVERSOS	166271.jpeg
166339	CUB,ENT,TRAFO,17.5KV,4000A,25KA,I,ESE008	UN	MATERIAL GERAL	166339.jpeg
166364	INVERSOR SOLAR 24VCC 240VCA 2KW	UN	PADRÃO	166364.jpeg
166436	IDENTIFICADOR FASE, "B",DED-1929 I2 R1	PC	MATERIAL GERAL	166436.jpeg
166481	BATERIA, NI-MH, 9V,ALCALINA	UN	BATERIA	166481.jpeg
166487	CABLE NORMALIZADO DE CONEXION UP-IMS	PC	TELECONTROLE	166487.jpeg
166500	TTR MEDIDOR DE RELAÇÃO DE TRANSFORMAÇ	UN	FERRAMENTAS	166500.jpeg
166505	FONTE ENERGIA 24 VCC - DV7077	PC	SUBSTAÇÃO	166505.jpeg
166508	MALETA INSPEC MTC-26 ENSAIOS 127V	UN	FERRAMENTAS	166508.jpeg
166511	CB,ELÉTR AL NU CAA4/0-FP SUBST.P/,SUCATA	KG	COND.ALUM.NÚ.CAA.SUCATA [C/ALMA]	166511.jpeg
166553	CJT 3 ELEM.TRANSF.MED.MT,15A-A RECUPERAR	UN	CJT MEDIÇÃO	166553.jpeg
166554	CJT 3 ELEM.TRANSF.MED.MT,20A-A RECUPERAR	UN	CJT MEDIÇÃO	166554.jpeg
166555	CJT 3 ELE.TRANS.MD.MT,50/100-A RECUPERAR	UN	CJT MEDIÇÃO	166555.jpeg
166557	CJT 3ELEM.TRAN.MED.MT,200-600,A RECUP.	UN	CJT MEDIÇÃO	166557.jpeg
166561	PAINEL ELET CA/CC-380V 2190X 800X 645MM	UN	MATERIAL GERAL	166561.jpeg
166567	BATERIA ESTACIONARIA VLRA 12V 1,3AH/20HS	PZ	BATERIA	166567.jpeg
166568	RETIF,TRIF,220VCA-125VCC,DUPL,75A,VAL	PC	MATERIAL GERAL	166568.jpeg
170041	ELO,FUS,5A,H,GSCM012/64	CDA	MATERIAL GERAL	170041.jpeg
170042	ELO,FUS,3A,H,GSCM012/63	EA	MATERIAL GERAL	170042.jpeg
170043	ELO,FUS,2A,H,GSCM012/62	EA	MATERIAL GERAL	170043.jpeg
170044	ELO,FUS,1A,H,GSCM012/61	EA	MATERIAL GERAL	170044.jpeg
170058	ELO,FUS,100A,K,GSCM012/35	EA	CONECTORES	170058.jpeg
170064	ELO,FUS,25A,K,GSCM012/29	CDA	MATERIAL GERAL	170064.jpeg
170066	ELO,FUS,16A,K,GSCM012/27	CDA	MATERIAL GERAL	170066.jpeg
170067	ELO,FUS,12,5A,K,GSCM012/26	EA	MATERIAL GERAL	170067.jpeg
170068	ELO,FUS,10A,K,GSCM012/25	CDA	MATERIAL GERAL	170068.jpeg
170069	ELO,FUS,8A,K,GSCM012/24	EA	MATERIAL GERAL	170069.jpeg
170070	ELO,FUS,6,3A,K,GSCM012/23	EA	PADRÃO	170070.jpeg
170074	CH,FUS,24KV,E,LINEAR,8kA,GSCM012/2	PC	CHAVES	170074.jpeg
170075	CH,FUS,24KV,D,LINEAR,8kA,GSCM012/1	PC	CHAVES	170075.jpeg
170158	CH,FUS,INOX,15KV,E,LIN,(465),GSCM012/11	EA	CHAVES	170158.jpeg
170159	CH,FUS,AZ,15KV,D,LINEAR,(380),GSCM012/10	EA	CHAVES	170159.jpeg
170973	P.RAIOS,POLIM.ÓX.ZINC,30KV SUB-BASE ISOL	PC	MATERIAL GERAL	170973.jpeg
170974	P.RAIOS,POLIM.ÓX.ZINC,60KV S/CONT-BLOQUE	PC	MATERIAL GERAL	170974.jpeg
170977	P.RAIOS,POLIM.ÓX.ZINCO,12KV SUBBASE ISOL	PC	MATERIAL GERAL	170977.jpeg
170983	PARA-RAIOS,69KV-10KA,ZnO,PM-R155.05.2	PC	MATERIAL GERAL	170983.jpeg
170985	PARA-RAIOS,138KV-10KA,ZnO,PM-R155.05.2	PC	MATERIAL GERAL	170985.jpeg
171060	RELIGADOR,1F,27KV, 200A,OP.3F,NTE044/01	UN	TELECONTROLE	171060.jpeg
171088	PARA-RAIO,12KV,95kV,CLASS D,POLI,GSCC016	PC	MATERIAL GERAL	171088.jpeg
171089	ELO,FUS,BOT,15KV, 1A,H,D13801.6	UN	MATERIAL GERAL	171089.jpeg
171090	ELO,FUS,BOT,15KV, 2A,H,D13801.6	UN	MATERIAL GERAL	171090.jpeg
171091	ELO,FUS,BOT,15KV, 3A,H,D13801.6	UN	MATERIAL GERAL	171091.jpeg
171092	ELO,FUS,BOT,15KV, 5A,H,D13801.6	UN	MATERIAL GERAL	171092.jpeg
171093	ELO,FUS,DISTRIB,15/36KV,6A,K,D138.01	UN	MATERIAL GERAL	171093.jpeg
171094	ELO,FUS,BOT,15KV, 8A,K,D13801.6	UN	MATERIAL GERAL	171094.jpeg
171095	ELO,FUS,BOT,15KV, 10A,K,D13801.4FP	UN	MATERIAL GERAL	171095.jpeg
171096	ELO,FUS,DISTRIB,15/36KV,12A,K,D138.01	UN	MATERIAL GERAL	171096.jpeg
171097	ELO,FUS,BOT,15KV,15A,K,D13801.4FP	UN	MATERIAL GERAL	171097.jpeg
171099	ELO,FUS,BOT,15KV,25A,K,D13801.6FP	UN	MATERIAL GERAL	171099.jpeg
171110	ELO FUSÍVEL TIPO 1H, DED-0094 I.2 R.5	PC	MATERIAL GERAL	171110.jpeg
171111	ELO FUSÍVEL TIPO 2H, DED-0094 I.3 R.5	PC	MATERIAL GERAL	171111.jpeg
171112	ELO FUSÍVEL TIPO 3H, DED-0094 I.4 R.5	PC	MATERIAL GERAL	171112.jpeg
171113	ELO FUSÍVEL TIPO 5H, DED-0094 I.5 R.5	PC	MATERIAL GERAL	171113.jpeg
